id,team,jersey_number,time,x_pos,y_pos
1,0,1.0,118,20,252
1,0,1.0,119,20,252
1,0,1.0,120,20,252
1,0,1.0,121,20,252
1,0,1.0,122,20,252
1,0,1.0,123,20,252
1,0,1.0,124,20,252
1,0,1.0,125,20,252
1,0,1.0,126,20,252
1,0,1.0,127,20,252
1,0,1.0,128,20,252
1,0,1.0,129,18,252
1,0,1.0,130,18,252
1,0,1.0,131,18,252
1,0,1.0,132,18,252
1,0,1.0,133,18,252
1,0,1.0,134,18,252
1,0,1.0,135,18,252
1,0,1.0,136,18,252
1,0,1.0,137,19,252
1,0,1.0,138,18,250
1,0,1.0,139,20,252
1,0,1.0,140,17,250
1,0,1.0,141,16,248
1,0,1.0,142,16,248
1,0,1.0,143,16,248
1,0,1.0,144,16,248
1,0,1.0,145,15,248
1,0,1.0,146,15,248
1,0,1.0,147,15,248
1,0,1.0,148,15,248
1,0,1.0,149,15,248
1,0,1.0,150,16,248
1,0,1.0,151,17,250
1,0,1.0,152,19,252
1,0,1.0,153,19,252
1,0,1.0,154,19,252
1,0,1.0,155,19,252
1,0,1.0,156,19,252
1,0,1.0,157,18,252
1,0,1.0,158,18,252
1,0,1.0,159,18,252
1,0,1.0,160,18,252
1,0,1.0,161,18,252
1,0,1.0,162,19,252
1,0,1.0,163,19,252
1,0,1.0,164,19,252
1,0,1.0,165,19,252
1,0,1.0,166,19,252
1,0,1.0,167,19,252
1,0,1.0,168,19,252
1,0,1.0,169,18,252
1,0,1.0,170,17,250
1,0,1.0,171,16,250
1,0,1.0,172,15,250
1,0,1.0,173,14,248
1,0,1.0,174,14,248
1,0,1.0,175,14,248
1,0,1.0,176,14,248
1,0,1.0,177,14,248
1,0,1.0,178,15,248
1,0,1.0,179,17,250
1,0,1.0,180,17,250
1,0,1.0,181,16,250
1,0,1.0,182,17,250
1,0,1.0,183,18,252
1,0,1.0,184,18,252
1,0,1.0,185,18,252
1,0,1.0,186,18,252
1,0,1.0,187,18,252
1,0,1.0,188,18,252
1,0,1.0,189,17,252
1,0,1.0,190,16,250
1,0,1.0,191,17,252
1,0,1.0,192,17,252
1,0,1.0,193,17,252
1,0,1.0,194,18,252
1,0,1.0,195,18,252
1,0,1.0,196,18,252
1,0,1.0,197,19,254
1,0,1.0,198,16,252
1,0,1.0,199,16,252
1,0,1.0,200,18,254
1,0,1.0,201,18,254
1,0,1.0,202,18,254
1,0,1.0,203,17,252
1,0,1.0,204,18,252
1,0,1.0,205,18,252
1,0,1.0,206,20,254
1,0,1.0,207,18,252
1,0,1.0,208,17,250
1,0,1.0,209,17,250
1,0,1.0,210,18,252
1,0,1.0,211,18,252
1,0,1.0,212,17,252
1,0,1.0,213,16,252
1,0,1.0,214,16,252
1,0,1.0,215,15,252
1,0,1.0,216,16,252
1,0,1.0,217,17,252
1,0,1.0,218,17,252
1,0,1.0,219,17,252
1,0,1.0,220,18,252
1,0,1.0,221,18,252
1,0,1.0,222,18,252
1,0,1.0,223,19,254
1,0,1.0,224,17,252
1,0,1.0,225,16,252
1,0,1.0,226,17,254
1,0,1.0,227,17,254
1,0,1.0,228,17,254
1,0,1.0,229,17,254
1,0,1.0,230,17,254
1,0,1.0,231,18,254
1,0,1.0,232,19,254
1,0,1.0,233,19,254
1,0,1.0,234,19,254
1,0,1.0,235,21,254
1,0,1.0,236,21,254
1,0,1.0,237,19,254
1,0,1.0,238,20,255
1,0,1.0,239,20,255
1,0,1.0,240,18,255
1,0,1.0,241,16,253
1,0,1.0,242,18,255
1,0,1.0,243,18,255
1,0,1.0,244,16,253
1,0,1.0,245,17,254
1,0,1.0,246,17,254
1,0,1.0,247,17,254
1,0,1.0,248,16,252
1,0,1.0,249,16,252
1,0,1.0,250,16,253
1,0,1.0,251,17,257
1,0,1.0,252,18,259
1,0,1.0,253,19,261
1,0,1.0,254,18,261
1,0,1.0,255,18,263
1,0,1.0,256,15,261
1,0,1.0,257,15,262
1,0,1.0,258,15,262
1,0,1.0,259,14,262
1,0,1.0,260,13,260
1,0,1.0,261,15,262
1,0,1.0,262,14,260
1,0,1.0,263,11,259
1,0,1.0,264,11,259
1,0,1.0,265,10,259
1,0,1.0,266,10,260
1,0,1.0,267,11,262
1,0,1.0,268,11,264
1,0,1.0,269,9,264
1,0,1.0,270,9,266
1,0,1.0,271,7,264
1,0,1.0,272,5,264
1,0,1.0,273,5,264
1,0,1.0,274,5,264
1,0,1.0,275,7,265
1,0,1.0,276,7,265
1,0,1.0,277,6,265
1,0,1.0,278,5,265
1,0,1.0,279,4,265
1,0,1.0,280,2,263
1,0,1.0,281,1,265
1,0,1.0,282,2,267
1,0,1.0,283,3,267
1,0,1.0,284,1,265
1,0,1.0,285,1,265
1,0,1.0,286,3,265
1,0,1.0,287,4,267
1,0,1.0,288,5,267
1,0,1.0,289,3,265
1,0,1.0,290,5,267
1,0,1.0,291,5,267
1,0,1.0,292,5,267
1,0,1.0,293,5,267
1,0,1.0,294,5,267
1,0,1.0,295,6,269
1,0,1.0,296,6,269
1,0,1.0,297,5,269
1,0,1.0,298,5,269
1,0,1.0,299,5,269
1,0,1.0,300,5,269
1,0,1.0,301,4,267
1,0,1.0,302,3,265
1,0,1.0,303,4,265
1,0,1.0,304,5,265
1,0,1.0,305,4,265
1,0,1.0,306,6,267
1,0,1.0,307,5,267
1,0,1.0,308,6,269
1,0,1.0,309,6,269
1,0,1.0,310,5,269
1,0,1.0,311,5,269
1,0,1.0,312,5,269
1,0,1.0,313,5,269
1,0,1.0,314,5,267
1,0,1.0,315,6,269
1,0,1.0,316,7,269
1,0,1.0,317,7,269
1,0,1.0,318,7,269
1,0,1.0,319,7,269
1,0,1.0,320,6,269
1,0,1.0,321,6,269
1,0,1.0,322,7,271
1,0,1.0,323,7,271
1,0,1.0,324,6,271
1,0,1.0,325,6,271
1,0,1.0,326,5,269
1,0,1.0,327,5,269
1,0,1.0,328,6,269
1,0,1.0,329,4,267
1,0,1.0,330,6,269
1,0,1.0,331,6,269
1,0,1.0,332,7,269
1,0,1.0,333,8,269
1,0,1.0,334,8,269
1,0,1.0,335,7,269
1,0,1.0,336,8,269
1,0,1.0,337,8,269
1,0,1.0,338,8,269
1,0,1.0,339,8,269
1,0,1.0,340,8,269
1,0,1.0,341,8,269
1,0,1.0,342,7,267
1,0,1.0,343,9,269
1,0,1.0,344,9,269
1,0,1.0,345,9,269
1,0,1.0,346,9,269
1,0,1.0,347,7,267
1,0,1.0,348,9,269
1,0,1.0,349,10,271
1,0,1.0,350,10,271
1,0,1.0,351,11,271
1,0,1.0,352,11,271
1,0,1.0,353,11,271
1,0,1.0,354,11,271
1,0,1.0,355,11,271
1,0,1.0,356,11,271
1,0,1.0,357,11,271
1,0,1.0,358,10,269
1,0,1.0,359,10,271
1,0,1.0,360,10,271
1,0,1.0,361,10,271
1,0,1.0,362,10,271
1,0,1.0,363,10,271
1,0,1.0,364,10,271
1,0,1.0,365,10,271
1,0,1.0,366,10,271
1,0,1.0,367,10,271
1,0,1.0,368,10,271
1,0,1.0,369,10,271
1,0,1.0,370,10,271
1,0,1.0,371,10,271
1,0,1.0,372,10,271
1,0,1.0,373,9,269
1,0,1.0,374,7,267
1,0,1.0,375,7,267
1,0,1.0,376,7,267
1,0,1.0,377,7,267
1,0,1.0,378,7,267
1,0,1.0,379,7,267
1,0,1.0,380,7,267
1,0,1.0,381,7,267
1,0,1.0,382,7,267
1,0,1.0,383,7,267
1,0,1.0,384,7,267
1,0,1.0,385,7,267
1,0,1.0,386,7,267
1,0,1.0,387,7,267
1,0,1.0,388,7,267
1,0,1.0,389,8,267
1,0,1.0,390,8,267
1,0,1.0,391,8,267
1,0,1.0,392,8,267
1,0,1.0,393,8,267
1,0,1.0,394,8,267
1,0,1.0,395,8,267
1,0,1.0,396,8,267
1,0,1.0,397,8,267
1,0,1.0,398,8,267
1,0,1.0,399,8,267
1,0,1.0,400,8,267
1,0,1.0,401,8,267
1,0,1.0,402,8,267
1,0,1.0,403,8,267
1,0,1.0,404,8,267
1,0,1.0,405,8,267
1,0,1.0,406,8,267
1,0,1.0,407,8,267
1,0,1.0,408,8,267
1,0,1.0,409,8,267
1,0,1.0,410,8,267
1,0,1.0,411,8,267
1,0,1.0,412,8,267
1,0,1.0,413,8,267
1,0,1.0,414,8,267
1,0,1.0,415,8,267
1,0,1.0,416,8,267
1,0,1.0,417,8,267
1,0,1.0,418,8,267
1,0,1.0,419,8,267
1,0,1.0,420,8,267
1,0,1.0,421,9,267
1,0,1.0,422,7,267
1,0,1.0,423,7,267
1,0,1.0,424,7,267
1,0,1.0,425,7,267
1,0,1.0,426,7,267
1,0,1.0,427,7,267
1,0,1.0,428,7,267
1,0,1.0,429,7,267
1,0,1.0,430,7,267
1,0,1.0,431,7,267
1,0,1.0,432,7,267
1,0,1.0,433,7,267
1,0,1.0,434,7,267
1,0,1.0,435,7,267
1,0,1.0,436,7,267
1,0,1.0,437,7,267
1,0,1.0,438,7,267
1,0,1.0,439,7,267
1,0,1.0,440,7,267
1,0,1.0,441,7,267
1,0,1.0,442,7,267
1,0,1.0,443,7,267
1,0,1.0,444,7,267
1,0,1.0,445,7,267
1,0,1.0,446,7,267
1,0,1.0,447,7,267
1,0,1.0,448,7,267
1,0,1.0,449,7,267
1,0,1.0,450,7,267
1,0,1.0,451,7,267
1,0,1.0,452,7,267
1,0,1.0,453,7,267
1,0,1.0,454,7,267
1,0,1.0,455,7,267
1,0,1.0,456,7,267
1,0,1.0,457,7,267
1,0,1.0,458,7,267
1,0,1.0,459,7,267
1,0,1.0,460,7,267
1,0,1.0,461,7,267
1,0,1.0,462,7,267
1,0,1.0,463,7,267
1,0,1.0,464,7,267
1,0,1.0,465,7,267
1,0,1.0,466,7,267
1,0,1.0,467,7,267
1,0,1.0,468,7,267
1,0,1.0,469,7,267
1,0,1.0,470,7,267
1,0,1.0,471,7,267
1,0,1.0,472,7,267
1,0,1.0,473,7,267
1,0,1.0,474,7,267
1,0,1.0,475,7,267
1,0,1.0,476,7,267
1,0,1.0,477,7,267
1,0,1.0,478,7,267
1,0,1.0,479,7,267
1,0,1.0,480,7,267
1,0,1.0,481,7,267
1,0,1.0,482,7,267
1,0,1.0,483,7,267
1,0,1.0,484,7,267
1,0,1.0,485,7,267
1,0,1.0,486,7,267
1,0,1.0,487,7,267
1,0,1.0,488,7,267
1,0,1.0,489,8,267
1,0,1.0,490,7,267
1,0,1.0,491,7,267
1,0,1.0,492,6,267
1,0,1.0,493,6,267
1,0,1.0,494,7,267
1,0,1.0,495,7,267
1,0,1.0,496,9,267
1,0,1.0,497,9,267
1,0,1.0,498,7,265
1,0,1.0,499,7,265
1,0,1.0,500,9,267
1,0,1.0,501,10,269
1,0,1.0,502,10,271
1,0,1.0,503,14,274
1,0,1.0,504,14,274
1,0,1.0,505,14,274
1,0,1.0,506,12,274
1,0,1.0,507,11,274
1,0,1.0,508,9,272
1,0,1.0,509,8,272
1,0,1.0,510,8,272
1,0,1.0,511,8,272
1,0,1.0,512,8,272
1,0,1.0,513,10,274
1,0,1.0,514,8,272
1,0,1.0,515,10,274
1,0,1.0,516,8,272
1,0,1.0,517,10,274
1,0,1.0,518,11,276
1,0,1.0,519,10,274
1,0,1.0,520,10,274
1,0,1.0,521,10,274
1,0,1.0,522,11,276
1,0,1.0,523,11,276
1,0,1.0,524,11,276
1,0,1.0,525,11,276
1,0,1.0,526,11,276
1,0,1.0,527,11,276
1,0,1.0,528,11,276
1,0,1.0,529,11,276
1,0,1.0,530,11,276
1,0,1.0,531,11,276
1,0,1.0,532,11,276
1,0,1.0,533,11,276
1,0,1.0,534,11,276
1,0,1.0,535,11,276
1,0,1.0,536,11,276
1,0,1.0,537,11,276
1,0,1.0,538,11,276
1,0,1.0,539,11,276
1,0,1.0,540,10,276
1,0,1.0,541,10,276
1,0,1.0,542,11,276
1,0,1.0,543,11,276
1,0,1.0,544,11,276
1,0,1.0,545,11,276
1,0,1.0,546,11,276
1,0,1.0,547,11,276
1,0,1.0,548,11,276
1,0,1.0,549,11,276
1,0,1.0,550,11,276
1,0,1.0,551,11,276
1,0,1.0,552,10,274
1,0,1.0,553,11,276
1,0,1.0,554,11,276
1,0,1.0,555,11,276
1,0,1.0,556,11,276
1,0,1.0,557,11,276
1,0,1.0,558,11,276
1,0,1.0,559,11,276
1,0,1.0,560,11,276
1,0,1.0,561,11,276
1,0,1.0,562,11,276
1,0,1.0,563,11,276
1,0,1.0,564,11,276
1,0,1.0,565,11,276
1,0,1.0,566,11,276
1,0,1.0,567,11,276
1,0,1.0,568,11,276
1,0,1.0,569,11,276
1,0,1.0,570,11,276
1,0,1.0,571,11,276
1,0,1.0,572,11,276
1,0,1.0,573,11,276
1,0,1.0,574,11,276
1,0,1.0,575,11,276
1,0,1.0,576,11,276
1,0,1.0,577,11,276
1,0,1.0,578,11,276
1,0,1.0,579,11,276
1,0,1.0,580,11,276
1,0,1.0,581,11,276
1,0,1.0,582,11,276
1,0,1.0,583,11,276
1,0,1.0,584,11,276
1,0,1.0,585,11,276
1,0,1.0,586,11,276
1,0,1.0,587,11,276
1,0,1.0,588,11,276
1,0,1.0,589,11,276
1,0,1.0,590,11,276
1,0,1.0,591,11,276
1,0,1.0,592,11,276
1,0,1.0,593,11,276
1,0,1.0,594,11,276
1,0,1.0,595,11,276
1,0,1.0,596,10,274
1,0,1.0,597,9,274
1,0,1.0,598,11,276
1,0,1.0,599,11,276
1,0,1.0,600,11,276
1,0,1.0,601,11,276
1,0,1.0,602,11,276
1,0,1.0,603,11,276
1,0,1.0,604,11,276
1,0,1.0,605,11,276
1,0,1.0,606,11,276
1,0,1.0,607,11,276
1,0,1.0,608,11,276
1,0,1.0,609,11,276
1,0,1.0,610,9,274
1,0,1.0,611,9,274
1,0,1.0,612,9,274
1,0,1.0,613,9,274
1,0,1.0,614,9,274
1,0,1.0,615,9,274
1,0,1.0,616,9,274
1,0,1.0,617,9,274
1,0,1.0,618,9,274
1,0,1.0,619,9,274
1,0,1.0,620,9,274
1,0,1.0,621,9,274
1,0,1.0,622,9,274
1,0,1.0,623,9,274
1,0,1.0,624,9,274
1,0,1.0,625,9,274
1,0,1.0,626,9,274
1,0,1.0,627,11,276
1,0,1.0,628,10,274
1,0,1.0,629,11,276
1,0,1.0,630,11,276
1,0,1.0,631,11,276
1,0,1.0,632,11,276
1,0,1.0,633,11,276
1,0,1.0,634,11,276
1,0,1.0,635,11,276
1,0,1.0,636,10,274
1,0,1.0,637,10,274
1,0,1.0,638,10,274
1,0,1.0,639,10,274
1,0,1.0,640,10,274
1,0,1.0,641,11,276
1,0,1.0,642,11,276
1,0,1.0,643,11,276
1,0,1.0,644,11,276
1,0,1.0,645,11,276
1,0,1.0,646,11,276
1,0,1.0,647,11,276
1,0,1.0,648,11,276
1,0,1.0,649,11,276
1,0,1.0,650,11,276
1,0,1.0,651,11,276
1,0,1.0,652,11,276
1,0,1.0,653,11,276
1,0,1.0,654,11,276
1,0,1.0,655,11,276
1,0,1.0,656,11,276
1,0,1.0,657,11,276
1,0,1.0,658,11,276
1,0,1.0,659,11,276
1,0,1.0,660,11,276
1,0,1.0,661,11,276
1,0,1.0,662,11,276
1,0,1.0,663,11,276
1,0,1.0,664,10,276
1,0,1.0,665,10,276
1,0,1.0,666,10,276
1,0,1.0,667,10,276
1,0,1.0,668,10,276
1,0,1.0,669,10,276
1,0,1.0,670,10,276
1,0,1.0,671,10,276
1,0,1.0,672,10,276
1,0,1.0,673,10,276
1,0,1.0,674,10,276
1,0,1.0,675,10,276
1,0,1.0,676,10,276
1,0,1.0,677,10,276
1,0,1.0,678,10,276
1,0,1.0,679,10,276
1,0,1.0,680,10,276
1,0,1.0,681,10,276
1,0,1.0,682,10,276
1,0,1.0,683,11,276
1,0,1.0,684,9,274
1,0,1.0,685,9,274
1,0,1.0,686,9,274
1,0,1.0,687,9,274
1,0,1.0,688,9,274
1,0,1.0,689,9,274
1,0,1.0,690,9,274
1,0,1.0,691,9,274
1,0,1.0,692,9,274
1,0,1.0,693,9,274
1,0,1.0,694,9,274
1,0,1.0,695,9,274
1,0,1.0,696,9,274
1,0,1.0,697,9,274
1,0,1.0,698,9,274
1,0,1.0,699,11,276
1,0,1.0,700,11,276
1,0,1.0,701,11,276
1,0,1.0,702,11,276
1,0,1.0,703,11,276
1,0,1.0,704,11,276
1,0,1.0,705,11,276
1,0,1.0,706,11,276
1,0,1.0,707,11,276
1,0,1.0,708,10,274
1,0,1.0,709,11,276
1,0,1.0,710,10,274
1,0,1.0,711,11,276
1,0,1.0,712,11,276
1,0,1.0,713,11,276
1,0,1.0,714,11,276
1,0,1.0,715,11,276
1,0,1.0,716,11,276
1,0,1.0,717,11,276
1,0,1.0,718,11,276
1,0,1.0,719,11,276
1,0,1.0,720,11,276
1,0,1.0,721,11,276
1,0,1.0,722,11,276
1,0,1.0,723,11,276
1,0,1.0,724,11,276
1,0,1.0,725,11,276
1,0,1.0,726,11,276
1,0,1.0,727,11,276
1,0,1.0,728,11,276
1,0,1.0,729,11,276
1,0,1.0,730,11,276
1,0,1.0,731,11,276
1,0,1.0,732,11,276
1,0,1.0,733,11,276
1,0,1.0,734,11,276
1,0,1.0,735,11,276
1,0,1.0,736,11,276
1,0,1.0,737,11,276
1,0,1.0,738,11,276
1,0,1.0,739,11,276
1,0,1.0,740,11,276
1,0,1.0,741,11,276
1,0,1.0,742,11,276
1,0,1.0,743,11,276
1,0,1.0,744,11,276
1,0,1.0,745,11,276
1,0,1.0,746,11,276
1,0,1.0,747,11,276
1,0,1.0,748,11,276
1,0,1.0,749,11,276
2,1,3.0,2,772,547
2,1,3.0,3,772,547
2,1,3.0,4,772,547
2,1,3.0,5,772,547
2,1,3.0,6,772,547
2,1,3.0,7,772,547
2,1,3.0,8,772,547
2,1,3.0,9,772,547
2,1,3.0,10,772,547
2,1,3.0,11,772,547
2,1,3.0,12,772,547
2,1,3.0,13,772,547
2,1,3.0,14,772,547
2,1,3.0,15,773,546
2,1,3.0,16,773,546
2,1,3.0,17,773,546
2,1,3.0,18,773,546
2,1,3.0,19,773,546
2,1,3.0,20,773,546
2,1,3.0,21,773,546
2,1,3.0,22,773,546
2,1,3.0,23,773,546
2,1,3.0,24,773,546
2,1,3.0,25,773,546
2,1,3.0,26,773,546
2,1,3.0,27,773,546
2,1,3.0,28,773,546
2,1,3.0,29,773,546
2,1,3.0,30,773,546
2,1,3.0,31,773,546
2,1,3.0,32,773,546
2,1,3.0,33,773,546
2,1,3.0,34,773,546
2,1,3.0,35,773,546
2,1,3.0,36,773,546
2,1,3.0,37,773,546
2,1,3.0,38,773,546
2,1,3.0,39,773,546
2,1,3.0,40,772,547
2,1,3.0,41,772,547
2,1,3.0,42,772,547
2,1,3.0,43,772,547
2,1,3.0,44,773,546
2,1,3.0,45,773,546
2,1,3.0,46,773,546
2,1,3.0,47,773,546
2,1,3.0,48,773,546
2,1,3.0,49,773,546
2,1,3.0,50,773,546
2,1,3.0,51,773,546
2,1,3.0,52,773,546
2,1,3.0,53,773,546
2,1,3.0,54,773,546
2,1,3.0,55,773,546
2,1,3.0,56,773,546
2,1,3.0,57,773,546
2,1,3.0,58,773,546
2,1,3.0,59,773,546
2,1,3.0,60,773,546
2,1,3.0,61,773,546
2,1,3.0,62,773,546
2,1,3.0,63,773,546
2,1,3.0,64,773,546
2,1,3.0,65,773,546
2,1,3.0,66,773,546
2,1,3.0,67,773,546
2,1,3.0,68,773,546
2,1,3.0,69,773,546
2,1,3.0,70,773,546
2,1,3.0,71,773,546
2,1,3.0,72,773,546
2,1,3.0,73,773,546
2,1,3.0,74,773,546
2,1,3.0,75,773,546
2,1,3.0,76,773,546
2,1,3.0,77,773,546
2,1,3.0,78,773,546
2,1,3.0,79,773,546
2,1,3.0,80,773,546
2,1,3.0,81,773,546
2,1,3.0,82,773,546
2,1,3.0,83,773,546
2,1,3.0,84,773,546
2,1,3.0,85,773,546
2,1,3.0,86,772,547
2,1,3.0,87,772,547
2,1,3.0,88,772,547
2,1,3.0,89,772,547
2,1,3.0,90,772,547
2,1,3.0,91,773,546
2,1,3.0,92,773,546
2,1,3.0,93,772,547
2,1,3.0,94,772,547
2,1,3.0,95,772,547
2,1,3.0,96,773,546
2,1,3.0,97,773,546
2,1,3.0,98,773,546
2,1,3.0,99,773,546
2,1,3.0,100,772,547
2,1,3.0,101,773,546
2,1,3.0,102,773,546
2,1,3.0,103,773,546
2,1,3.0,104,773,546
2,1,3.0,105,773,546
2,1,3.0,106,773,546
2,1,3.0,107,773,546
2,1,3.0,108,773,546
2,1,3.0,109,773,546
2,1,3.0,110,773,546
2,1,3.0,111,773,546
2,1,3.0,112,773,546
2,1,3.0,113,773,546
2,1,3.0,114,773,546
2,1,3.0,115,774,546
2,1,3.0,116,774,546
2,1,3.0,117,774,546
2,1,3.0,118,774,546
2,1,3.0,119,774,546
2,1,3.0,120,774,546
2,1,3.0,121,774,545
2,1,3.0,122,774,545
2,1,3.0,123,774,545
2,1,3.0,124,774,545
2,1,3.0,125,774,545
2,1,3.0,126,774,545
2,1,3.0,127,773,546
2,1,3.0,128,774,545
2,1,3.0,129,774,545
2,1,3.0,130,774,545
2,1,3.0,131,774,546
2,1,3.0,132,774,546
2,1,3.0,133,773,546
2,1,3.0,134,773,546
2,1,3.0,135,773,546
2,1,3.0,136,773,546
2,1,3.0,137,773,545
2,1,3.0,138,773,545
2,1,3.0,139,773,545
2,1,3.0,140,773,545
2,1,3.0,141,773,545
2,1,3.0,142,773,545
2,1,3.0,143,773,545
2,1,3.0,144,773,545
2,1,3.0,145,773,545
2,1,3.0,146,773,545
2,1,3.0,147,773,545
2,1,3.0,148,773,545
2,1,3.0,149,773,545
2,1,3.0,150,773,545
2,1,3.0,151,773,545
2,1,3.0,159,772,546
2,1,3.0,160,772,545
2,1,3.0,161,772,545
2,1,3.0,162,772,545
2,1,3.0,163,772,545
2,1,3.0,164,772,545
2,1,3.0,165,773,545
2,1,3.0,166,773,545
2,1,3.0,170,773,545
2,1,3.0,171,773,546
2,1,3.0,172,773,546
2,1,3.0,173,773,546
2,1,3.0,174,773,545
2,1,3.0,175,772,546
2,1,3.0,176,771,547
2,1,3.0,177,771,547
2,1,3.0,178,771,547
2,1,3.0,179,772,547
2,1,3.0,180,772,547
2,1,3.0,181,772,547
2,1,3.0,182,771,547
2,1,3.0,183,772,547
2,1,3.0,184,772,547
2,1,3.0,185,772,547
2,1,3.0,186,772,547
2,1,3.0,187,772,547
2,1,3.0,188,772,547
2,1,3.0,189,772,547
2,1,3.0,190,772,547
2,1,3.0,191,772,547
2,1,3.0,192,772,547
2,1,3.0,193,772,547
2,1,3.0,194,772,547
2,1,3.0,195,772,547
2,1,3.0,196,772,547
2,1,3.0,197,772,547
2,1,3.0,198,772,547
2,1,3.0,199,772,547
2,1,3.0,200,772,546
2,1,3.0,201,772,546
2,1,3.0,202,772,547
2,1,3.0,203,772,547
2,1,3.0,204,772,546
2,1,3.0,205,772,546
2,1,3.0,206,772,547
2,1,3.0,207,772,547
2,1,3.0,208,772,547
2,1,3.0,209,772,547
2,1,3.0,210,772,547
2,1,3.0,211,772,547
2,1,3.0,212,772,547
2,1,3.0,213,772,547
2,1,3.0,214,772,547
2,1,3.0,215,772,547
2,1,3.0,216,772,547
2,1,3.0,217,772,547
2,1,3.0,218,772,547
2,1,3.0,219,772,546
2,1,3.0,220,773,546
2,1,3.0,221,773,546
2,1,3.0,222,773,546
2,1,3.0,223,773,546
2,1,3.0,224,773,546
2,1,3.0,225,772,546
2,1,3.0,226,772,547
2,1,3.0,227,772,547
2,1,3.0,228,772,547
2,1,3.0,229,772,547
2,1,3.0,230,772,547
2,1,3.0,231,772,547
2,1,3.0,232,772,547
2,1,3.0,233,772,547
2,1,3.0,234,772,547
2,1,3.0,235,772,546
2,1,3.0,236,773,546
2,1,3.0,237,773,546
2,1,3.0,238,773,546
2,1,3.0,239,773,546
2,1,3.0,240,773,546
2,1,3.0,241,773,546
2,1,3.0,242,773,546
2,1,3.0,243,773,546
2,1,3.0,244,773,546
2,1,3.0,245,773,546
2,1,3.0,246,773,546
2,1,3.0,247,772,547
2,1,3.0,248,772,547
2,1,3.0,249,772,546
2,1,3.0,250,773,546
2,1,3.0,251,772,547
2,1,3.0,252,772,547
2,1,3.0,253,772,547
2,1,3.0,254,772,547
2,1,3.0,255,772,547
2,1,3.0,256,772,547
2,1,3.0,257,772,547
2,1,3.0,258,772,547
2,1,3.0,259,773,547
